"Sr","INDEX","DATE","..MAX","..MIN","AW","..R.F","SLP","MSP","DPT","RH","VP"
"6743",42920,1987-07-11,31.3,22.6,19,0.2,937.15,1003.35,20.6,71,242.5
"6744",42920,1987-07-12,30.9,22,16,2.9,936.1,1002.5,21.45,79,255.5
"6745",42920,1987-07-13,29.5,22.3,14,3.5,936.15,1002.7,21.55,81,257.5
"6746",42920,1987-07-14,30,22.4,11,0,937.1,1003.35,21.35,73.5,254.5
"6747",42920,1987-07-15,30.5,22.5,15,0,938.55,1005.3,21,77.5,248.5
"6748",42920,1987-07-16,29.4,22.4,13,0.8,938,1004.45,20.6,73,242.5
"6749",42920,1987-07-17,30,22.5,20,0.6,937.85,1004.15,20.75,72,245
"6750",42920,1987-07-18,31.1,20.7,15,0,937.35,1003.6,21.3,70.5,253.5
"6751",42920,1987-07-19,30.3,22.7,13,0,937.4,1003.55,21.4,70,254.5
"6752",42920,1987-07-20,32.4,22.8,16,0,938.25,1004.5,20.45,66.5,240.5
"6753",42920,1987-07-21,32.4,21.4,16,0,939.25,1005.55,19.8,65,229.5
"6754",42920,1987-07-22,32.4,22.4,15,0,939.1,1005.6,20.65,73,243.5
"6755",42920,1987-07-23,29.2,22.2,15,0.3,939,1005.4,20.5,68.5,243
"6756",42920,1987-07-24,31.5,22.4,17,0,940.3,1006.7,20.7,70,244.5
"6757",42920,1987-07-25,31.7,22,17,0,938.3,1005.25,21.15,83,251
"6758",42920,1987-07-26,29.5,21.6,17,3.3,937.75,1004.45,21,79,249
"6759",42920,1987-07-27,28.7,22,15,0.9,939.35,1006.3,22.15,87.5,267
"6760",42920,1987-07-28,29.5,21.6,15,3.9,941.2,1008.3,21.45,83.5,255.5
"6761",42920,1987-07-29,30.7,22.4,15,0.3,940.45,1007.05,21.5,77,248.5
"6762",42920,1987-07-30,30,21.6,14,0,940.15,1006.65,21.05,72,249.5
"6763",42920,1987-07-31,30.8,22.3,17,0.4,940.35,1007.05,20.65,73,243.5
"6764",42920,1987-08-01,30.3,22.5,19,0,939,1005.4,20.45,68.5,240.5
"6765",42920,1987-08-02,31.5,22.2,20,0,938.9,1005.3,20.25,68.5,237.5
"6766",42920,1987-08-03,30.6,22.5,19,0,939.95,1006.15,20.35,65.5,239.5
"6767",42920,1987-08-04,32.2,22,17,0,940.5,1006.75,20.7,66.5,244.5
"6768",42920,1987-08-05,31.9,23.4,19,0,939.15,1005.4,20.6,69.5,243.5
"6769",42920,1987-08-06,31.2,23,18,0,939.15,1005.75,20.3,72.5,238.5
"6770",42920,1987-08-07,28.3,20.9,17,1,940.35,1007.55,20.05,80,234.5
"6771",42920,1987-08-08,29.6,21.2,16,0,938.2,1004.7,20.85,74.5,246.5
"6772",42920,1987-08-09,31.3,22,14,2.2,937.25,1003.8,21.3,82,253
"6773",42920,1987-08-10,29.3,22,12,0,936.85,1003.1,21.85,77,262
"6774",42920,1987-08-11,29.8,22,13,4.1,936.65,1003.4,21.7,85.5,259.5
"6775",42920,1987-08-12,30.2,22,16,0.2,937.3,1003.85,21.05,76,249.5
"6776",42920,1987-08-13,30.4,22,15,0,937.55,1004.35,20.45,80,240.5
"6777",42920,1987-08-14,29.5,21.5,10,0.1,938.15,1004.95,20.55,77.5,242
"6778",42920,1987-08-15,31.3,22,12,5.4,936.55,1003.6,22.05,93.5,265
"6779",42920,1987-08-16,31.1,21.8,10,191.8,935,1001.55,22.5,88.5,273
"6780",42920,1987-08-17,29,21.2,10,38.6,933.1,999.4,22.9,89,279.5
"6781",42920,1987-08-18,28.4,23,7,20.5,933.9,1000.5,22.4,89.5,271
"6782",42920,1987-08-19,28.7,22.5,11,0.3,934.75,1001.2,22.25,84,268.5
"6783",42920,1987-08-20,28.3,22.7,13,0.4,935.15,1001.8,21.7,87,259.5
"6784",42920,1987-08-21,26.4,21.1,14,6.9,935.5,1002.15,21.05,83.5,249.5
"6785",42920,1987-08-22,27,21.6,12,0.2,936.4,1003.2,22.15,89.5,266.5
"6786",42920,1987-08-23,30,22.4,10,1.1,935.45,1002.05,22.75,87.5,276.5
"6787",42920,1987-08-24,27.9,22,11,8.8,935.05,1001.95,21.75,92,260
"6788",42920,1987-08-25,27.9,22,11,6,933.9,1000.9,21.8,95,261
"6789",42920,1987-08-26,24,21.8,17,59.1,935.95,1002.65,21.45,85.5,255.5
"6790",42920,1987-08-27,27.2,22.5,22,0.1,937.8,1004.65,21.05,81.5,249.5
"6791",42920,1987-08-28,26.4,22.5,24,0,938.25,1005.15,20.8,80.5,246
"6792",42920,1987-08-29,28.9,22.6,24,0,939.1,1006.05,20.05,77.5,234.5
"6793",42920,1987-08-30,27,22,22,2.4,939.55,1006.8,21.4,89,255
"6794",42920,1987-08-31,25.4,22.4,21,0.4,940.65,1007.55,21.05,81.5,249.5
"6795",42920,1987-09-01,27.6,21.2,18,2.2,940,1007.25,21.45,88,255.5
"6796",42920,1987-09-02,25.9,21,14,0.9,939.15,1005.85,21.3,79.5,253
"6797",42920,1987-09-03,28.4,21,13,0,939.35,1005.95,20.75,75,245
"6798",42920,1987-09-04,29.2,20,12,0,940.2,1006.95,20.7,76,240
"6799",42920,1987-09-05,29.3,20.6,12,0.2,940.7,1007.45,21,77.5,248.5
"6800",42920,1987-09-06,30,20,11,0,941.1,1008.1,20.85,81,246.5
"6801",42920,1987-09-07,30.3,19.8,10,0,940.75,1007.75,20.8,79,246
"6802",42920,1987-09-08,29.9,20,11,0,940.55,1007.3,20.15,73,236
"6803",42920,1987-09-09,29.6,20.5,14,0,940.55,1007.85,21.4,89,255
"6804",42920,1987-09-10,28.6,21.1,14,3.7,939.55,1005.05,21.15,81.5,251
"6805",42920,1987-09-11,28.7,20.6,12,0.4,939.45,1005.95,21.3,75,258.5
"6806",42920,1987-09-12,30.5,20.2,9,0,940.95,1007.95,21.75,80,260.5
"6807",42920,1987-09-13,30.5,19.7,10,0,941.6,1008.2,21.25,73,252
"6808",42920,1987-09-14,31.5,20.9,12,0,941.25,1007.9,20.5,72,241
"6809",42920,1987-09-15,30.6,20,12,0,941.05,1007.55,19.9,69,232.5
"6810",42920,1987-09-16,30.9,18.6,12,0,941.3,1007.85,19.4,67.5,225.5
"6811",42920,1987-09-17,31.2,20.2,11,0,941.8,1008.4,20.75,70,245
"6812",42920,1987-09-18,32.4,20.6,9,0,942.3,1008.55,20.45,63,240.5
"6813",42920,1987-09-19,34.4,21.4,9,0,941,1007.05,18.1,54.5,208
"6814",42920,1987-09-20,35.6,20.3,1,0,940.15,1006.05,19.5,57,226.5
"6815",42920,1987-09-21,35.1,21,11,0,941,1007.4,22,73.5,264.5
"6816",42920,1987-09-22,32.9,19.4,11,0,941.35,1007.6,19.95,70.5,233
"6817",42920,1987-09-23,32.2,19.2,10,0,940.55,1007,19.9,68,232.5
"6818",42920,1987-09-24,33.9,22.9,8,0,940.75,1007.2,20.1,68.5,236
"6819",42920,1987-09-25,35.7,20.4,7,0,942.05,1008.3,21.55,68,257
"6820",42920,1987-09-26,36.5,22.5,9,0,943.9,1011.2,21.25,85.5,252.5
"6821",42920,1987-09-27,33.6,20.4,8,39.2,942.4,1009,22.2,79.5,267.5
"6822",42920,1987-09-28,31.5,22,9,0,942.7,1009.35,22.1,77,266
"6823",42920,1987-09-29,31.7,23.4,8,0.5,943.8,1010.85,23.1,86.5,282.5
"6824",42920,1987-09-30,32.9,21.8,4,0.8,943.9,1010.2,20.85,65,247
"6825",42920,1987-10-01,33.4,20.6,5,0,942.5,1008,19.35,58.5,224.5
"6826",42920,1987-10-02,34,22.4,5,0,943.3,1009.6,19.5,60.5,227.5
"6827",42920,1987-10-03,34.9,20.1,7,21.9,942.4,1009.9,20.8,89.5,246.5
"6828",42920,1987-10-04,NA,20.1,6,8.2,941.45,1008.7,21.4,86,254.5
"6829",42920,1987-10-05,27.9,20.7,7,7.8,942.9,1010.05,21.35,84,254
"6830",42920,1987-10-06,28.9,21.6,4,0,944.35,1011.5,21.8,84,261
"6831",42920,1987-10-07,30.7,20.8,5,0,943.55,1010,21.6,80.5,258
"6832",42920,1987-10-08,32.6,20,7,0,942.3,1008.65,17.8,61,209.5
"6833",42920,1987-10-09,33.1,18.1,5,0,942.35,1008.5,18.95,64,219.5
"6834",42920,1987-10-10,33.8,19.6,4,0,941.9,1008.35,18.7,60,215.5
"6835",42920,1987-10-11,35.3,20.2,6,0,941.4,1007.6,17.45,60,204
"6836",42920,1987-10-12,34.5,18.2,6,0,941.9,1008.1,14.05,46,163
"6837",42920,1987-10-13,35,17.6,4,0,942.85,1009.05,12.7,39,147
"6838",42920,1987-10-14,34.5,19.6,4,0,942.55,1008.9,14.8,47.5,169
"6839",42920,1987-10-15,34.6,19.6,4,0,941.85,1007.9,16.2,48,184
"6840",42920,1987-10-16,34.3,19,3,0,940.75,1007.3,12.7,46,148
"6841",42920,1987-10-17,33.3,21.5,6,0,939.2,1006.05,20.95,79,248
"6842",42920,1987-10-18,30.7,22.2,9,4.4,938.5,1005.1,21.2,75,251.5
"6843",42920,1987-10-19,30.9,19.4,9,0,940.55,1007.2,20.35,72.5,239
"6844",42920,1987-10-20,33.4,18.9,7,0,942.1,1008.8,16.05,60.5,186.5
"6845",42920,1987-10-21,33.9,17,5,0,942.55,1009,16.1,50,183
"6846",42920,1987-10-22,33.6,22,4,0,944.9,1011.35,18.45,56.5,213
"6847",42920,1987-10-23,33.3,21.7,4,0,945.5,1011.9,14.7,45,168.5
"6848",42920,1987-10-24,33.5,13,5,0,944.2,1010.3,5.7,22,91
"6849",42920,1987-10-25,33.5,13.1,6,0,946.2,1013.2,7.1,32,102
"6850",42920,1987-10-26,33.4,13.1,5,0,945,1011.95,6.9,33.5,101.5
"6851",42920,1987-10-27,33.1,13.4,5,0,945.05,1011.9,7.1,29.5,101
"6852",42920,1987-10-28,33.6,13,5,0,945,1011.7,7.75,32,105.5
"6853",42920,1987-10-29,33.2,12.8,5,0,943.9,1010.8,9.15,39,116.5
"6854",42920,1987-10-30,33.5,13.4,5,0,943.75,1010.6,10,39.5,123.5
"6855",42920,1987-11-01,34,15.8,4,0,943.15,1009.85,11.1,40,132.5
"6856",42920,1987-11-02,34.7,13.8,4,0,942.5,1009.25,9.7,36.5,120.5
"6857",42920,1987-11-03,34,15.5,4,0,942.8,1009.65,9.05,37.5,116
"6858",42920,1987-11-04,31.9,17.5,6,0,943.05,1009.85,15.8,54.5,179.5
"6859",42920,1987-11-05,31.5,20.7,11,0,944.45,1011.3,18.6,65,214.5
"6860",42920,1987-11-06,31.6,19,7,0,943.35,1009.85,20.05,65,234.5
"6861",42920,1987-11-07,34.2,19.3,4,0,943.3,1009.65,16.1,49.5,183
"6862",42920,1987-11-08,33.9,15,4,0,944.2,1010.95,8.3,32.5,109
"6863",42920,1987-11-09,33.3,10.3,4,0,942.65,1010,6.8,32.5,87.5
"6864",42920,1987-11-10,31.6,10.4,5,0,941,1008.35,7.2,37.5,101.5
"6865",42920,1987-11-11,30.7,10.7,4,0,941.1,1008.45,8.4,40.5,110.5
"6866",42920,1987-11-12,32.9,12.8,4,0,942.5,1009.45,6.55,31,97
"6867",42920,1987-11-13,31.6,13.6,5,0,942.25,1009.6,10.3,43.5,126.5
"6868",42920,1987-11-14,29.3,18.2,7,0,942.05,1009.05,12.4,44.5,145.5
"6869",42920,1987-11-15,30.7,15.4,5,0,943.4,1010.35,16.6,60,189
"6870",42920,1987-11-16,31,18.3,5,0,942.8,1009.4,18,62,206
"6871",42920,1987-11-17,32,22.4,6,0,942.7,1009.7,19.6,70.5,228
"6872",42920,1987-11-18,30,20.4,5,0.4,943.5,1011,19.9,82,232.5
"6873",42920,1987-11-19,30.1,20.4,6,3.1,944.95,1012.55,20.75,87,245
"6874",42920,1987-11-20,29.3,17.1,5,0,945.25,1012.65,18.2,74,210
"6875",42920,1987-11-21,29.9,15.4,4,0.1,945.75,1013.3,15.45,65,178
"6876",42920,1987-11-22,31.4,12.2,4,0,947.25,1015.25,9.8,52.5,122.5
"6877",42920,1987-11-23,31.7,12,4,0,946.7,1014.35,10.9,47.5,130.5
"6878",42920,1987-11-24,31.9,12.2,4,0,945,1012.75,8.4,45,111.5
"6879",42920,1987-11-25,32.3,13.3,4,0,944.3,1011.5,9.65,43,120.5
"6880",42920,1987-11-26,32.5,13.6,4,0,945.4,1012.7,8.8,39.5,113.5
"6881",42920,1987-11-27,32.5,12.6,5,0,945.9,1013.4,7.8,39,106.5
"6882",42920,1987-11-28,31.7,13.5,5,0,945.75,1013.15,9.1,38.5,115.5
"6883",42920,1987-11-29,32,15,5,0,946.15,1013.55,11.4,44.5,134.5
"6884",42920,1987-11-30,32.9,14.4,5,0,946.2,1013.55,12.35,47.5,144
"6885",42920,1987-12-01,32.4,12.5,4,0,945.5,1013.1,9.65,43.5,120
"6886",42920,1987-12-02,31.4,12.5,4,0,945.5,1013.3,9.2,43.5,116.5
"6887",42920,1987-12-03,31.6,11.4,4,0,944.6,1012.5,9.25,46,116.5
"6888",42920,1987-12-04,30.2,11.1,4,0,945.25,1013.05,8.8,43,113
"6889",42920,1987-12-05,30.9,12,4,0,944.8,1012.7,9.55,47,119.5
"6890",42920,1987-12-06,30.9,12,4,0,945,1012.6,11,45.5,132.5
"6891",42920,1987-12-07,30.4,11.8,4,0,945.3,1013.1,9.3,47,117.5
"6892",42920,1987-12-08,29.6,10.2,4,0,945.75,1013.9,6.15,41,95
"6893",42920,1987-12-09,28.9,10.5,6,0,946.1,1014.4,8.65,49.5,112
"6894",42920,1987-12-10,30.1,14.4,7,0,945.6,1013.45,15,65,177
"6895",42920,1987-12-11,26.6,19.2,9,8.5,943.55,1011.1,20.5,86,241.5
"6896",42920,1987-12-12,26,19.6,9,13.1,943.45,1011.25,20.15,90.5,237
"6897",42920,1987-12-13,23.6,16.9,6,1.5,944.25,1012.5,17.7,87,202.5
"6898",42920,1987-12-14,24.5,15.7,6,0,946.1,1014.2,15.4,66.5,174.5
"6899",42920,1987-12-15,27.5,13.3,4,0,948.15,1017.55,15.15,73.5,173
"6900",42920,1987-12-16,27.3,9.6,4,0,947.4,1016.1,9.7,60,122
"6901",42920,1987-12-17,27.4,8.2,5,0,946.9,1015.5,8.45,53,111
"6902",42920,1987-12-18,27.2,7.4,5,0,947.6,1016.3,6.95,49.5,93
"6903",42920,1987-12-19,27.5,6.4,5,0,948.6,1017.75,4.35,52.5,85.5
"6904",42920,1987-12-20,27.6,7.6,4,0,948.3,1017.2,5.55,47,90.5
"6905",42920,1987-12-21,26.8,6.5,6,0,949.45,1018.85,5.35,50,86
"6906",42920,1987-12-22,25.5,7.4,6,0,948.95,1018.05,5.8,47,91.5
"6907",42920,1987-12-23,27,8.1,5,0,948,1016.75,9.65,53.5,122.5
"6908",42920,1987-12-24,29.3,11.4,17,0,947.5,1016.2,11.1,62.5,132
"6909",42920,1987-12-25,29.4,12.1,4,0,948.3,1016.5,11.8,57,138.5
"6910",42920,1987-12-26,29.7,12.4,4,0,946.3,1018.3,10.95,57.5,130.5
"6911",42920,1987-12-27,29,10.6,4,0,949.15,1018,8.15,52,108.5
"6912",42920,1987-12-28,28,7.6,5,0,948,1017.05,6.65,51.5,97.5
"6913",42920,1987-12-29,27.4,7.7,5,0,947,1015.75,8.1,52.5,108
"6914",42920,1987-12-30,28.2,9,4,0,946.45,1015.05,8.75,52,112.5
"6915",42920,1987-12-31,28.2,9.8,4,0,946.6,1015.1,7.95,47.5,107
"6916",42920,1988-01-01,28.1,9.1,2,0,947.95,1016.4,7.3,45.5,102.5
"6917",42920,1988-01-02,28.5,9.6,5,0,947.8,1016.05,8,44.5,107.5
"6918",42920,1988-01-03,28.5,11,5,0,947.05,1015.35,8.15,46,108.5
"6919",42920,1988-01-04,28.2,11,4,0,945.9,1014.25,8.25,47.5,109
"6920",42920,1988-01-05,28.5,10.9,5,0,946.15,1014.6,8.25,51.5,109
"6921",42920,1988-01-06,30,8.9,7,0,946,1014.5,6.15,43.5,94.5
"6922",42920,1988-01-07,29.5,9.1,5,0,945.55,1014.25,6.35,47,96.5
"6923",42920,1988-01-08,29.2,10,4,0,946.9,1015.4,7.85,50.5,106
"6924",42920,1988-01-09,29.2,11.5,4,0,946.4,1014.6,9.25,51,117
"6925",42920,1988-01-10,29.8,10.9,4,0,946.25,1014.7,9.75,51.5,121.5
"6926",42920,1988-01-11,29.3,12.1,4,0,946.4,1014.75,10.15,55,124
"6927",42920,1988-01-12,29.5,12.6,5,0,945.85,1013.9,11.65,57,137
"6928",42920,1988-01-13,30.1,14.4,6,0,944.6,1012.5,8.65,47.5,112.5
"6929",42920,1988-01-14,30.3,9.2,6,0,943.75,1012.1,10.4,58,126
"6930",42920,1988-01-15,30.2,11.6,5,0,944.65,1012.7,11.15,55,133
"6931",42920,1988-01-16,30.6,12.8,4,0,946,1014.1,10.4,52,126
"6932",42920,1988-01-17,31.4,12.8,4,0,946.75,1014.7,10.55,50.5,127.5
"6933",42920,1988-01-18,31.4,13.1,4,0,946.4,1014.15,10.05,46.5,123
"6934",42920,1988-01-19,31.5,12.3,5,0,944.65,1012.45,8.55,46.5,111.5
"6935",42920,1988-01-20,31.6,12,14,0,944.45,1012.05,7.75,41,105.5
"6936",42920,1988-01-21,31.1,13.9,7,0,942.6,1010.2,6.85,39,99
"6937",42920,1988-01-22,29.5,9.8,7,0,942.7,1015.75,7.85,48,106
"6938",42920,1988-01-23,29.4,12.4,4,0,942.95,1010.5,8.85,44,114
"6939",42920,1988-01-24,30.5,12.8,5,0,942.85,1010.6,8.4,46,110
"6940",42920,1988-01-25,31.4,10.6,7,0,943.2,1010.95,4.3,36.5,83.5
"6941",42920,1988-01-26,31,9.5,5,0,944.3,1012.25,5.7,41,92
"6942",42920,1988-01-27,30.5,11.3,5,0,944.35,1012.15,5.3,38,89
"6943",42920,1988-01-28,31.4,12.4,5,0,944.05,1011.65,5.65,35,91.5
"6944",42920,1988-01-29,33.1,13,5,0,943.7,1011.05,5.15,36,89.5
"6945",42920,1988-01-30,33.7,11.9,7,0,945.05,1012.5,4.25,36,84.5
"6946",42920,1988-01-31,34.3,10.6,5,0,945,1012.6,2.9,30.5,75
"6947",42920,1988-02-01,33.2,10.2,5,0,944.25,1011.75,-0.55,27,79
"6948",42920,1988-02-02,33.5,11.4,4,0,945.15,1012.75,2.25,29.5,72
"6949",42920,1988-02-03,32.5,13.4,5,0,946.05,1013.4,4.6,30.5,85
"6950",42920,1988-02-04,32.3,11.4,5,0,945.8,1014.7,3.1,34.5,77
"6951",42920,1988-02-05,33.7,12.2,7,0,942.85,1010.15,0.15,22,66
"6952",42920,1988-02-06,33.6,10.6,6,0,942.95,1010.4,2.3,29,71.5
"6953",42920,1988-02-07,33.4,11.3,7,0,942.85,1010.5,-0.25,26.5,61.5
"6954",42920,1988-02-08,33.3,9.5,7,0,941.95,1009.9,6.05,49,96
"6955",42920,1988-02-09,32,8.3,7,0,943.3,1010.95,4.5,38.5,85
"6956",42920,1988-02-10,33,9.6,6,0,944.2,1012,7.15,50.5,104
"6957",42920,1988-02-11,33.1,11.9,6,0,943.6,1011.15,10.2,55.5,126.5
"6958",42920,1988-02-12,32.5,14.2,8,0,943.35,1010.75,11.3,53.5,136
"6959",42920,1988-02-13,32.6,13.7,7,0,942.85,1010,9.6,41.5,119
"6960",42920,1988-02-14,32.1,13,7,0,942.55,1009.85,12.05,52.5,141.5
"6961",42920,1988-02-15,31.5,11.8,9,0,943.45,1011.1,7.35,40,102.5
"6962",42920,1988-02-16,32.3,11.7,8,0,944,1011.8,2.6,30,74
"6963",42920,1988-02-17,30.4,10,9,0,945.1,1013,5.5,39,90.5
"6964",42920,1988-02-18,32.6,13.4,8,0,945.5,1012.35,9.2,35,116
"6965",42920,1988-02-19,33,15.3,7,0,945,1011.75,9.3,42.5,141.5
"6966",42920,1988-02-20,35.1,16.4,6,0,944.85,1011.45,8.6,33,109.5
"6967",42920,1988-02-21,36.1,17,9,0,943.8,1010.6,7.7,32,105
"6968",42920,1988-02-22,34.6,15.3,10,0,942,1008.65,8,37,114
"6969",42920,1988-02-23,33.9,9.6,10,0,942.45,1010.05,5.65,41.5,93.5
"6970",42920,1988-02-24,31.5,11,8,0,942.55,1010,4.25,33.5,83
"6971",42920,1988-02-25,32.9,13,6,0,943.05,1010,4.45,27,84
"6972",42920,1988-02-26,33,13.3,6,0,942.75,1009.7,3.65,27,79.5
"6973",42920,1988-02-27,34,16,8,0,941.05,1007.6,4.55,26.5,85
"6974",42920,1988-02-28,34.3,14,9,0,941.7,1008.75,15.6,56.5,155
"6975",42920,1988-02-29,31.3,13.7,10,0,942.4,1009.85,10.75,54.5,134.5
"6976",42920,1988-03-01,31.1,11.2,10,0,942.8,1010.55,3.95,42.5,89
"6977",42920,1988-03-02,31,11.6,9,0,943.05,1010.6,2.6,30,74.5
"6978",42920,1988-03-03,31.5,11.7,4,0,943.5,1010.75,-2.35,22.5,53
"6979",42920,1988-03-04,34.3,12.2,6,0,943.8,1011.4,0.5,30,65
"6980",42920,1988-03-05,33.9,14,7,0,943.65,1010.9,8.25,42.5,111
"6981",42920,1988-03-06,34.1,13.4,9,0,943.85,1010.65,6.45,29.5,96.5
"6982",42920,1988-03-07,34.7,15.6,8,0,943.8,1010.25,9.65,35,119.5
"6983",42920,1988-03-08,36.4,17.4,8,0,944.45,1010.9,7.5,29,103.5
"6984",42920,1988-03-09,35.9,14.6,9,0,944.95,1011.25,11.65,39.5,139.5
"6985",42920,1988-03-10,34.9,17,9,0,944.05,1010.1,6.1,15,94
"6986",42920,1988-03-11,36.6,14.4,9,0,943.55,1009.8,10.2,34,124.5
"6987",42920,1988-03-12,37.3,18.6,8,0,943.05,1009.15,8.55,28.5,111
"6988",42920,1988-03-13,36.2,17.2,11,0,940.8,1007.2,10.6,40.5,131
"6989",42920,1988-03-14,34.5,14.5,11,0,940.15,1006.45,8.35,46.5,123.5
"6990",42920,1988-03-15,36.9,16.2,8,0,941.6,1007.65,9.4,35.5,122.5
"6991",42920,1988-03-16,37.6,18,8,0,940.9,1007.15,5.95,25,95.5
"6992",42920,1988-03-17,38.8,17.8,10,0,939.95,1005.85,8.15,29.5,110
"6993",42920,1988-03-18,36.8,16.8,11,0,938.3,1007.15,6.1,30.5,102
"6994",42920,1988-03-19,34.7,13.5,11,0,939.15,1005.55,7.45,32.5,87
"6995",42920,1988-03-20,34.9,10.5,6,0,941.45,1007.75,-8.1,12,34.5
"6996",42920,1988-03-21,35.4,11.6,5,0,941.9,1008.1,-7.8,12.5,35
"6997",42920,1988-03-22,36.5,11.3,6,0,941.5,1007.5,-7.1,10.5,34.5
"6998",42920,1988-03-23,36.3,14,7,0,940.35,1006.25,-6.3,10.5,36.5
"6999",42920,1988-03-24,37.2,14.7,8,0,941.45,1007.9,0.45,20,63
"7000",42920,1988-03-25,36.5,11.8,9,0,941.15,1007.45,0.65,17.5,67
"7001",42920,1988-03-26,34.9,11.1,18,0,941.1,1004.15,13.1,49.5,158
"7002",42920,1988-03-27,32.5,14.4,14,0,941.8,1008.25,8.9,46.5,124
"7003",42920,1988-03-28,33.5,12,11,0,941.2,1007.5,0.6,22,66.5
"7004",42920,1988-03-29,36.8,14.7,8,0,941,1007.2,-1.2,18.5,56.5
"7005",42920,1988-03-30,38.5,15.2,9,0,940.35,1006,4.55,21,84.5
"7006",42920,1988-04-01,36.3,15.4,9,0,941.25,1007.05,5.05,25,89
"7007",42920,1988-04-02,38.4,18.2,9,0,941.5,1006.8,4.4,18,83.5
"7008",42920,1988-04-03,39.2,18.8,11,0,942,1007.3,6,20.5,99
"7009",42920,1988-04-04,40.1,22,10,0,940.9,1006.05,5.05,18,87.5
"7010",42920,1988-04-05,40,18.6,8,0,939.75,1004.85,8.35,24,110
"7011",42920,1988-04-06,40.4,20,9,0,941.05,1006.4,6.8,22.5,99
"7012",42920,1988-04-07,40.3,21.5,10,0,941.85,1007.15,6.25,19.5,96.5
"7013",42920,1988-04-08,40.5,22,9,0,942.3,1007.95,12.15,34,143
"7014",42920,1988-04-09,39,20.3,7,0,942.95,1008.85,11.8,34,139.5
"7015",42920,1988-04-10,39.5,20.3,7,0,942.7,1007.85,10.7,26,128.5
"7016",42920,1988-04-11,39.6,25.4,8,0,943.25,1008.25,8.9,22.5,116
"7017",42920,1988-04-12,39.6,24.4,9,0,943.7,1008.9,8.45,22,111
"7018",42920,1988-04-13,41.4,23.7,9,0,942.95,1008.45,8.3,42.5,109
"7019",42920,1988-04-14,39.7,21.4,11,0,940.7,1005.8,7.75,22,110.5
"7020",42920,1988-04-15,38.8,19,13,0,939.35,1004.4,7.1,21,101
"7021",42920,1988-04-16,39,18.2,14,0,940.35,1005.6,0.6,14.5,66
"7022",42920,1988-04-17,38.6,18.6,10,0,941.05,1006.75,6.45,24,96.5
"7023",42920,1988-04-18,39.2,18.4,10,0,940.35,1005.9,8.4,27.5,111.5
"7024",42920,1988-04-19,38,17.4,11,0,939.65,1005.2,9.45,33,124.5
"7025",42920,1988-04-20,37.1,20.2,12,0,939.65,1005.45,11.2,36.5,135.5
"7026",42920,1988-04-21,38.5,19,11,0,941.5,1008.75,14.8,42,169.5
"7027",42920,1988-04-22,38,15.6,8,0.8,940.35,1006.6,13.95,48.5,161.5
"7028",42920,1988-04-23,38.1,18.9,9,0,939.2,1004.5,10.2,32,128.5
"7029",42920,1988-04-24,38.1,19,9,6.1,939.75,1006.05,12.85,41,148.5
"7030",42920,1988-04-25,35.8,18.3,8,2.6,941.05,1007.35,14.6,45,166.5
"7031",42920,1988-04-26,34.4,18.9,9,0.1,941.4,1006.95,15,40.5,172
"7032",42920,1988-04-27,37.1,19.9,8,0.3,941.55,1007.15,15.2,40.5,176.5
"7033",42920,1988-04-28,38.1,17.4,11,0,941.25,1006.8,14.7,36.5,167.5
"7034",42920,1988-04-29,37.4,22.2,14,0,941.05,1007,17.95,52,206.5
"7035",42920,1988-04-30,36.5,21.8,14,0,939.35,1004.9,18.65,51,215
"7036",42920,1988-05-01,37.1,21.2,14,0,939.75,1005.45,14.7,41,167.5
"7037",42920,1988-05-02,36.6,20.4,14,0,940.3,1005.95,15.1,45.5,177
"7038",42920,1988-05-03,37.5,21.3,12,0,939.55,1004.65,11.1,29,133
"7039",42920,1988-05-04,39,19.1,8,0,938.5,1003.75,11.6,32.5,139
"7040",42920,1988-05-05,39.2,20.7,11,0.4,938.4,1003.15,8.05,22,108.5
"7041",42920,1988-05-06,39,21,14,0,938.2,1003.25,7.2,24.5,109
"7042",42920,1988-05-07,40,22.3,16,0,938.9,1003.5,5.95,19,95
"7043",42920,1988-05-10,42.6,24.2,17,0,937.45,1002.4,14.4,35,165.5
"7044",42920,1988-05-11,39.9,19.6,16,0,938.45,1003.45,13.65,38,162.5
"7045",42920,1988-05-12,39.4,21.2,13,0,938.9,1003.85,6.35,20.5,98.5
"7046",42920,1988-05-13,39.1,19.1,13,0,938.85,1003.75,8.65,22.5,113
"7047",42920,1988-05-14,39.4,20.6,14,0,938.5,1003.75,16.95,47.5,197
"7048",42920,1988-05-15,39.8,26.1,15,0,939.2,1004,11.8,27.5,140
"7049",42920,1988-05-16,39.4,21.6,15,0,938.25,1003.7,18.15,50,209.5
"7050",42920,1988-05-17,38.4,22.6,16,0,937.9,1003.45,17.45,47.5,199.5
"7051",42920,1988-05-18,36.6,22,17,0,937.35,1002.95,16.2,48.5,187.5
"7052",42920,1988-05-19,36.3,22.2,19,0,937.45,1002.95,17.1,47.5,195
"7053",42920,1988-05-20,35.6,23,18,0,938.1,1003.65,18.7,51.5,216
"7054",42920,1988-05-21,36.4,23.8,17,0,938.25,1003.55,19.55,52.5,228.5
"7055",42920,1988-05-22,37.2,23.6,17,0,938.3,1003.75,18.5,51,214
